,t,delta_t,x_n,v_n
0,0.0,1.0,0.01,0.0
1,0.0,0.11140670112167791,0.01,0.0
2,0.0,0.0360879256443874,0.01,0.0
3,0.0721758512887748,0.05058700151990119,0.009969972654824487,-0.0008710802435125879
4,0.0721758512887748,0.04265154250683588,0.009969972654824487,-0.0008710802435125879
5,0.15747893630244655,0.04397626332524931,0.009834027958813428,-0.0023961017007860085
6,0.15747893630244655,0.038164929670671,0.009834027958813428,-0.0023961017007860085
7,0.23380879564378854,0.039007951440865975,0.009577470631575059,-0.004420342838198205
8,0.23380879564378854,0.034411511534239055,0.009577470631575059,-0.004420342838198205
9,0.30263181871226663,0.034999960230091734,0.009187664910862361,-0.007015704452391159
10,0.30263181871226663,0.03128165287083552,0.009187664910862361,-0.007015704452391159
11,0.36519512445393765,0.03170712363677199,0.008651188593545796,-0.010256693705102944
12,0.36519512445393765,0.02864267070455298,0.008651188593545796,-0.010256693705102944
13,0.4224804658630436,0.02895938877386496,0.007954074685226829,-0.014218453781981867
14,0.48039924341077356,0.026393619772313696,0.006982698081988889,-0.019508733442000444
15,0.5331864829554009,0.024277906251666276,0.00579211610179801,-0.025799668016273716
16,0.5817422954587335,0.02247854460962462,0.004365426128900649,-0.0331806236305761
17,0.6266993846779827,0.020929533454272547,0.0026866443350974647,-0.04173402742638225
18,0.6685584515865278,0.019581754323844743,0.0007395753897131421,-0.051542125795421896
19,0.7077219602342173,0.018398122106692793,-0.0014921002986209217,-0.0626868351822331
20,0.7445182044476029,0.0173501113866676,-0.004024772073784011,-0.07524966233107247
21,0.779218427220938,0.016415418094795627,-0.006874852521080035,-0.08931159407782766
22,0.8120492634105293,0.015576345954849585,-0.010058734342708844,-0.10495295171883241
23,0.8432019553202285,0.014818669246196245,-0.013592747162331761,-0.12225320355146302
24,0.8728392938126209,0.014130815914265142,-0.01749311161390702,-0.14129072877819865
25,0.9011009256411512,0.013503270705199815,-0.02177588857372872,-0.16214252562850484
26,0.9281074670515508,0.012928132338432229,-0.026456921728970965,-0.18488385637181232
27,0.9539637317284152,0.012398780426308683,-0.031551771927125494,-0.20958782195550024
28,0.9787612925810326,0.011909621858372405,-0.03707564197654764,-0.23632485939842654
29,1.0025805362977773,0.011455895593885978,-0.04304329081156915,-0.26516215590804126
30,1.0254923274855492,0.011033520992853641,-0.049468936230035086,-0.2961629750797201
31,1.0475593694712564,0.010638979032316148,-0.05636614578441308,-0.3293858925937114
32,1.0688373275358887,0.010269218669287266,-0.06374771588215251,-0.36488394165078564
33,1.0893757648744633,0.009921582652161132,-0.07162553974204919,-0.4027036720561281
34,1.1092189301787856,0.009593748522600204,-0.08001046556807792,-0.44288413140176514
35,1.128406427223986,0.009283681575118698,-0.08891214713321957,-0.48545578215760365
36,1.1469737903742234,0.008989597272723311,-0.09833888989087858,-0.5304393745117472
37,1.16495298491967,0.008709931139271638,-0.10829749670665689,-0.5778448012201525
38,1.1823728471982133,0.008443314524323823,-0.11879311826185845,-0.6276699671073569
39,1.199259476246861,0.008188554906203904,-0.12982911403465147,-0.6798997116410115
40,1.2156365860592686,0.007944619601620165,-0.14140693040717908,-0.734504827490447
41,1.231525825262509,0.007710621909778398,-0.15352600276399786,-0.7914412204388364
42,1.2469470690820659,0.007485808859944631,-0.16618368832877703,-0.850649255732093
43,1.2619186868019552,0.007269549868398264,-0.17937523584999746,-0.9120533323636142
44,1.2764577865387516,0.007061325755787048,-0.19309379705311092,-0.9755617196285528
45,1.2905804380503256,0.006860717731587102,-0.2073304830517307,-1.0410666796516133
46,1.3043018735135,0.006667396117667077,-0.22207446674943504,-1.1084448860599143
47,1.317636665748834,0.006481108748288314,-0.2373131298351611,-1.1775581335580174
48,1.3305988832454108,0.006301669136540289,-0.2530322505003148,-1.2482543172310356
49,1.3432022215184913,0.006128944623626835,-0.2692162257309751,-1.3203686454917194
50,1.355460110765745,0.005962844815206079,-0.28584832018952544,-1.3937250381862358
51,1.367385800396157,0.005803310650300428,-0.30291093248313655,-1.4681376526800605
52,1.3789924216967577,0.005650304442198884,-0.3203858691289891,-1.5434124764812793
53,1.3902930305811556,0.005503801183431186,-0.33825461678226904,-1.6193489252741637
54,1.401300632948018,0.005363781328480084,-0.3564986042186546,-1.6957413897276763
55,1.412028195604978,0.005230225173053029,-0.37509944701049125,-1.7723806822452783
56,1.4224886459510842,0.005103108852689696,-0.39403916961663815,-1.849055344795671
57,1.4326948636564636,0.004982401895774399,-0.41330040152530995,-1.92555278990214
58,1.4426596674480123,0.004868066200514232,-0.43286654596188495,-2.00166025761883
59,1.4523957998490409,0.0047600562601683855,-0.452721921372107,-2.077165581028591
60,1.4619159123693777,0.00465832044276498,-0.4728518773149752,-2.151857760793653
61,1.4712325532549075,0.004562803133486384,-0.49324288752127776,-2.2255273552925043
62,1.4803581595218802,0.004473447568157538,-0.5138826236911138,-2.297966696774432
63,1.4893050546581952,0.004390199223003731,-0.534760014155355,-2.3689699458619833
64,1.4980854531042027,0.004313009666003493,-0.555865291885659,-2.4383329968866994
65,1.5067114724362096,0.004241840830206138,-0.5771900365507562,-2.5058532451037046
66,1.515195154096622,0.004176669722309807,-0.5987272154990235,-2.5713292241504697
67,1.5235484935412416,0.004117493645025139,-0.6204712287471053,-2.6345601182317835
68,1.5317834808312918,0.0040643360817576414,-0.6424179633874817,-2.6953451485769664
69,1.539912152994807,0.004017253479458191,-0.66456486337201,-2.7534828275736047
70,1.5479466599537233,0.0039763432750373785,-0.6869110215147248,-2.808770066411138
